ID;MATCH_ID;EVENT_ID;TYPE_ID;PERIOD_ID;TIME_MIN;TIME_SEC;TEAM_ID;X;Y;PLAYER_ID;PLAYER_NAME;PENALTY;HEAD;RIGHT_FOOTED;OTHER_BODY_PART;REGULAR_PLAY;FAST_BREAK;SET_PIECE;FROM_CORNER;FREE_KICK;OWN_GOAL;ASSISTED;LEFT_FOOTED;TARGETED_LOW_LEFT;TARGETED_HIGH_LEFT;TARGETED_LOW_CENTER;TARGETED_HIGH_CENTER;TARGETED_LOW_RIGHT;TARGETED_HIGH_RIGHT;BLOCKED;TARGETED_CLOSE_LEFT;TARGETED_CLOSE_RIGHT;TARGETED_CLOSE_HIGH;TARGETED_CLOSE_LEFT_AND_HIGH;TARGETED_CLOSE_RIGHT_AND_HIGH;PROJECTED_GOAL_MOUTH_Y;PROJECTED_GOAL_MOUTH_Z;DEFLECTION;HIT_WOODWORK;BIG_CHANCE;INDIVIDUAL_CHANCE;HIT_RIGHT_POST;HIT_LEFT_POST;HIT_BAR;OUT_ON_SIDELINE;KICKOFF;FIRST_TOUCH;NOT_ASSISTED;EVENT_TYPE_NAME;TEAM_NAME;IS_GOAL;GOAL_CNT;RESULT;TEAM_SIDE;X_REL_PC;Y_REL_PC;X_REL_M;Y_REL_M;X_REL_M_TEAM;Y_REL_M_TEAM;DISTANCE;DISTANCE_BUCKET;EVENT_COUNT;FOOTBALL_PITCH_CELL;MATCH_DATE
2124933043;9homrxf3hd97briqnplai60kq;166;15;1;17;31;ehd2iemqmschhj2ec0vayztzz;88,5;50;2o9fqapnt5ixaydwbk9gjtolx;W. Rooney;Y;N;Y;N;N;N;N;N;N;N;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;52,8;5,7;N;N;Y;N;N;N;N;N;N;N;N;Shot;Everton;N;0;Attempt Saved;home;11,5;0;11,96;0;11,96;0;11,96;12;1;X10|Y0;29-nov-17
1942390067;9homrxf3hd97briqnplai60kq;555;14;2;51;51;4txjdaqveermfryvbfrr4taf7;92,4;68,1;9w5o8b18ffu4qr4bdnfrk4ogl;A. Cresswell;N;N;N;N;Y;N;N;N;N;N;Y;Y;N;N;N;N;N;N;N;N;N;N;N;N;46,1;39,9;N;N;N;N;N;N;N;N;N;N;N;Shot;West Ham United;N;0;Post;away;7,6;18,1;7,904;12,308;96,096;12,308;14,62737434;15;1;X6|Y12;29-nov-17
1423646694;9homrxf3hd97briqnplai60kq;692;15;2;75;21;ehd2iemqmschhj2ec0vayztzz;89,9;42,8;374kcix9j7e1cob4uxmfncwyd;D. Calvert-Lewin;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;N;N;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;Y;N;Shot;Everton;N;0;Attempt Saved;home;10,1;-7,2;10,504;-4,896;10,504;4,896;11,58899616;12;1;X10|Y-6;29-nov-17
2387007607;ekcpm4rjhsjj94ko4km96gnpw;157;15;1;11;18;6eqit8ye8aomdsrrq0hk3v7gh;88,4;55,5;3vtjjrqof5z2tjj84ehadqc45;Bruno Fernandes;N;N;Y;N;N;Y;N;N;N;N;Y;N;Y;N;N;N;N;N;N;N;N;N;N;N;52,1;15,8;N;N;Y;N;N;N;N;N;N;N;N;Shot;Manchester United;N;0;Attempt Saved;home;11,6;5,5;12,064;3,74;12,064;-3,74;12,63042739;13;1;X12|Y2;26-feb-22
2387061917;ekcpm4rjhsjj94ko4km96gnpw;437;13;1;37;4;6eqit8ye8aomdsrrq0hk3v7gh;75,9;36,5;asweknp9d99safr6p9va75h3p;Alex Telles;N;N;N;N;N;N;N;N;Y;N;N;Y;N;N;N;N;N;N;N;N;Y;N;N;N;42,7;36,1;N;N;N;N;N;N;N;N;N;N;Y;Shot;Manchester United;N;0;Miss;home;24,1;-13,5;25,064;-9,18;25,064;9,18;26,69225536;27;1;X24|Y-10;26-feb-22
2370225995;eb9bzth4mozvxbdpvfj0xidjo;109;15;1;17;36;avxknfz4f6ob0rv9dbnxdzde0;76,3;51,3;a1yoz8f4985o166nzcyigpj2t;J. Maddison;N;N;Y;N;N;N;N;N;Y;N;N;N;N;Y;N;N;N;N;N;N;N;N;N;N;52,2;24,7;N;Y;N;N;N;N;Y;N;N;N;Y;Shot;Leicester City;N;0;Attempt Saved;away;23,7;1,3;24,648;0,884;79,352;0,884;24,66384723;25;1;X24|Y0;26-dic-21
2370243263;eb9bzth4mozvxbdpvfj0xidjo;223;13;1;40;31;avxknfz4f6ob0rv9dbnxdzde0;80,4;56,7;2bkp1lcaxmvwoanxwo0775cdl;K. Dewsbury-Hall;N;N;N;N;Y;N;N;N;N;N;Y;Y;N;N;N;N;N;N;N;N;N;N;N;N;52,8;84,7;N;N;N;Y;N;N;N;N;N;Y;N;Shot;Leicester City;N;0;Miss;away;19,6;6,7;20,384;4,556;83,616;4,556;20,88694789;21;1;X20|Y4;26-dic-21
2370284549;eb9bzth4mozvxbdpvfj0xidjo;942;15;2;86;10;a3nyxabgsqlnqfkeg41m6tnpp;93,7;53;2t5s4f41jefzuzth0bhcixtcl;R?§ben Dias;N;N;N;Y;N;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;Y;N;N;N;N;N;46,3;19;N;N;N;N;N;N;N;N;N;N;N;Shot;Manchester City;N;0;Attempt Saved;home;6,3;3;6,552;2,04;6,552;-2,04;6,862237536;7;1;X6|Y2;26-dic-21
2332187241;dw2zk0s0awnpz6bpm8aitbrpw;325;15;1;41;23;e5p0ehyguld7egzhiedpdnc3w;80,1;73,4;c0yxqwkxqx1sty7abj1qwh9zp;D. Welbeck;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;N;N;Y;N;N;N;N;N;N;N;47,1;17,1;Y;N;N;Y;N;N;N;N;N;N;N;Shot;Brighton & Hove Albion;N;0;Attempt Saved;home;19,9;23,4;20,696;15,912;20,696;-15,912;26,10586448;27;1;X20|Y14;19-sep-21
2332234515;dw2zk0s0awnpz6bpm8aitbrpw;785;15;2;81;19;avxknfz4f6ob0rv9dbnxdzde0;78,7;60;18paf5a7rfe4kutxjl4cwd695;H. Barnes;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;N;Y;N;N;N;N;N;N;N;N;49,4;34,8;Y;N;N;Y;N;N;N;N;N;Y;N;Shot;Leicester City;N;0;Attempt Saved;away;21,3;10;22,152;6,8;81,848;6,8;23,17220542;24;1;X22|Y6;19-sep-21
2325118573;dut0fusi3v9t9dohry1h9rm6s;116;15;1;9;57;6eqit8ye8aomdsrrq0hk3v7gh;72,3;44,3;3vtjjrqof5z2tjj84ehadqc45;Bruno Fernandes;N;N;Y;N;N;N;N;N;Y;N;N;N;N;N;Y;N;N;N;Y;N;N;N;N;N;51,5;19;N;N;N;N;N;N;N;N;N;N;Y;Shot;Manchester United;N;0;Attempt Saved;away;27,7;-5,7;28,808;-3,876;75,192;-3,876;29,06758057;30;1;X28|Y-4;29-ago-21
2325121109;dut0fusi3v9t9dohry1h9rm6s;137;13;1;12;51;b9si1jn1lfxfund69e9ogcu2n;90,5;47,8;9l7ph5603tbb7xwyxpvjg22fp;Jo?œo Moutinho;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;50,8;77,8;N;N;N;N;N;N;N;N;N;Y;N;Shot;Wolverhampton Wanderers;N;0;Miss;home;9,5;-2,2;9,88;-1,496;9,88;1,496;9,992618075;10;1;X8|Y-2;29-ago-21
2325141997;dut0fusi3v9t9dohry1h9rm6s;359;13;1;41;47;b9si1jn1lfxfund69e9ogcu2n;78,4;29,4;8kw1y8mzxtwl4fv8qkc8hoc7p;R?§ben Neves;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;62,7;16,7;N;N;N;Y;N;N;N;N;N;Y;N;Shot;Wolverhampton Wanderers;N;0;Miss;home;21,6;-20,6;22,464;-14,008;22,464;14,008;26,47367296;27;1;X22|Y-16;29-ago-21
2325178593;dut0fusi3v9t9dohry1h9rm6s;546;13;2;62;5;b9si1jn1lfxfund69e9ogcu2n;86,4;45,4;83ekq1r2omnsazmp41pio8s89;Trinc?œo;N;N;N;N;N;Y;N;N;N;N;Y;Y;N;N;N;N;N;N;N;N;N;N;N;N;39;20,8;N;N;Y;N;N;N;N;N;N;Y;N;Shot;Wolverhampton Wanderers;N;0;Miss;home;13,6;-4,6;14,144;-3,128;14,144;3,128;14,48575576;15;1;X14|Y-4;29-ago-21
2325205877;dut0fusi3v9t9dohry1h9rm6s;769;13;2;96;2;b9si1jn1lfxfund69e9ogcu2n;85,2;36,1;55yy0p6johtu9nxk90zsfctt5;M. Gibbs-White;N;N;Y;N;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;N;N;Y;N;N;N;41,8;19,4;N;N;N;Y;N;N;N;N;N;Y;Y;Shot;Wolverhampton Wanderers;N;0;Miss;home;14,8;-13,9;15,392;-9,452;15,392;9,452;18,06250171;19;1;X14|Y-10;29-ago-21
2338881401;dyhrw4hnrinl0ikwwbkd80kyc;240;15;1;20;1;a3nyxabgsqlnqfkeg41m6tnpp;95,1;61,2;693z0rzfh3m0h0wsma9v8c9ux;P. Foden;N;N;N;N;Y;N;N;N;N;N;Y;Y;N;N;Y;N;N;N;N;N;N;N;N;N;48,4;5,7;N;N;Y;N;N;N;N;N;N;N;N;Shot;Manchester City;N;0;Attempt Saved;away;4,9;11,2;5,096;7,616;98,904;7,616;9,163660404;10;1;X4|Y6;3-oct-21
2324406529;du7vszgj4outkoti1etvdu3h0;210;16;1;21;1;9q0arba2kbnywth8bkxlhgmdr;93,6;63,7;ed20ebhqi5c32vbbsze8r6yuh;K. Havertz;N;Y;N;N;N;N;N;Y;N;N;Y;N;N;N;N;N;N;Y;N;N;N;N;N;N;47,7;26,6;N;N;N;N;N;N;N;N;N;Y;N;Shot;Chelsea;Y;1;Goal;away;6,4;13,7;6,656;9,316;97,344;9,316;11,44946252;12;1;X6|Y8;28-ago-21
2324429785;du7vszgj4outkoti1etvdu3h0;482;15;1;45;47;c8h9bw1l82s06h77xxrelzhur;97;54,2;cotiiu6mjkfx5xa63nhfbdf4l;S. Man??;N;N;N;N;N;N;N;Y;N;N;N;Y;Y;N;N;N;N;N;Y;N;N;N;N;N;53;19;N;N;N;N;N;N;N;N;N;Y;Y;Shot;Liverpool;N;0;Attempt Saved;home;3;4,2;3,12;2,856;3,12;-2,856;4,229791484;5;1;X2|Y2;28-ago-21
2324466191;du7vszgj4outkoti1etvdu3h0;755;13;2;60;56;c8h9bw1l82s06h77xxrelzhur;92,2;49,5;kvchpptoxgvcyiv358w9gtzp;J. Matip;N;Y;N;N;N;N;N;Y;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;27,2;12,5;N;N;N;N;N;N;N;N;N;Y;N;Shot;Liverpool;N;0;Miss;home;7,8;-0,5;8,112;-0,34;8,112;0,34;8,11912212;9;1;X8|Y-2;28-ago-21
1873983903;9homrxf3hd97briqnplai60kq;167;16;1;17;34;ehd2iemqmschhj2ec0vayztzz;92,6;49,3;2o9fqapnt5ixaydwbk9gjtolx;W. Rooney;N;Y;N;N;N;N;Y;N;N;N;N;N;N;N;Y;N;N;N;N;N;N;N;N;N;49,2;15,8;N;N;Y;N;N;N;N;N;N;Y;N;Shot;Everton;Y;1;Goal;home;7,4;-0,7;7,696;-0,476;7,696;0,476;7,710706323;8;1;X6|Y-2;29-nov-17
2033686491;9homrxf3hd97briqnplai60kq;247;13;1;27;34;ehd2iemqmschhj2ec0vayztzz;89,7;40,6;drv9wksjusdgp1np315rokzit;J. Kenny;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;96,6;4,2;N;N;N;N;N;N;N;N;N;Y;N;Shot;Everton;N;0;Miss;home;10,3;-9,4;10,712;-6,392;10,712;6,392;12,47415761;13;1;X10|Y-8;29-nov-17
1088635062;9homrxf3hd97briqnplai60kq;246;16;1;27;35;ehd2iemqmschhj2ec0vayztzz;91,2;55,7;2o9fqapnt5ixaydwbk9gjtolx;W. Rooney;N;N;Y;N;Y;N;N;N;N;N;Y;N;Y;N;N;N;N;N;N;N;N;N;N;N;53,8;0,6;N;N;Y;N;N;N;N;N;N;Y;N;Shot;Everton;Y;1;Goal;home;8,8;5,7;9,152;3,876;9,152;-3,876;9,938937569;10;1;X8|Y2;29-nov-17
1378123891;9homrxf3hd97briqnplai60kq;552;15;2;51;37;4txjdaqveermfryvbfrr4taf7;74,1;55,5;ebj88k2kxp7r1x6lmrqacuaj9;M. Lanzini;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;N;Y;N;N;N;N;N;N;N;N;50,4;24,7;N;N;N;Y;N;N;N;N;N;N;N;Shot;West Ham United;N;0;Attempt Saved;away;25,9;5,5;26,936;3,74;77,064;3,74;27,1944056;28;1;X26|Y2;29-nov-17
1135225375;9homrxf3hd97briqnplai60kq;587;15;2;54;29;4txjdaqveermfryvbfrr4taf7;86,6;46,8;dccxma9p13p00n0gi1cxk1nf9;M. ArnautoviŽ?;N;N;N;N;Y;N;N;N;N;N;N;Y;N;N;N;N;Y;N;N;N;N;N;N;N;46,1;3,8;N;N;N;N;N;N;N;N;N;Y;N;Shot;West Ham United;N;0;Attempt Saved;away;13,4;-3,2;13,936;-2,176;90,064;-2,176;14,10485987;15;1;X12|Y-4;29-nov-17
1470120468;9homrxf3hd97briqnplai60kq;605;15;2;56;41;4txjdaqveermfryvbfrr4taf7;73,2;47,6;a6m9jcx0e4l6krv1u0pbfuoyd;C. Kouyat??;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;N;N;N;N;Y;N;N;N;N;N;N;N;N;N;N;Y;N;N;N;N;N;N;N;Shot;West Ham United;N;0;Attempt Saved;away;26,8;-2,4;27,872;-1,632;76,128;-1,632;27,91973868;28;1;X26|Y-2;29-nov-17
1835629165;9homrxf3hd97briqnplai60kq;596;16;2;65;54;ehd2iemqmschhj2ec0vayztzz;45,4;59,4;2o9fqapnt5ixaydwbk9gjtolx;W. Rooney;N;N;Y;N;Y;N;N;N;N;N;N;N;N;N;Y;N;N;N;N;N;N;N;N;N;50,3;11,4;N;N;N;Y;N;N;N;N;N;Y;N;Shot;Everton;Y;1;Goal;home;54,6;9,4;56,784;6,392;56,784;-6,392;57,14263137;58;1;X56|Y6;29-nov-17
1281436835;9homrxf3hd97briqnplai60kq;754;13;2;69;18;4txjdaqveermfryvbfrr4taf7;91,7;53,4;1z3g8r34ph9ns6y1qd7qrhnmd;D. Sakho;N;Y;N;N;N;N;Y;N;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;50,3;90,3;N;N;N;N;N;N;N;N;N;Y;N;Shot;West Ham United;N;0;Miss;away;8,3;3,4;8,632;2,312;95,368;2,312;8,936261411;9;1;X8|Y2;29-nov-17
1468349471;9homrxf3hd97briqnplai60kq;697;16;2;77;8;ehd2iemqmschhj2ec0vayztzz;93,4;45,7;6358ljf633aylnlkcp488wn2t;A. Williams;N;Y;N;N;N;N;N;Y;N;N;Y;N;N;Y;N;N;N;N;N;N;N;N;N;N;53,4;22,8;N;N;N;N;N;N;N;N;N;Y;N;Shot;Everton;Y;1;Goal;home;6,6;-4,3;6,864;-2,924;6,864;2,924;7,460849281;8;1;X6|Y-4;29-nov-17
1672966431;9homrxf3hd97briqnplai60kq;785;13;2;85;9;ehd2iemqmschhj2ec0vayztzz;81,1;49,3;709tvsyynpz1tx7snba1whwwl;G. Sigur?øsson;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;50,1;68,1;N;N;N;Y;N;N;N;N;N;Y;N;Shot;Everton;N;0;Miss;home;18,9;-0,7;19,656;-0,476;19,656;0,476;19,66176269;20;1;X18|Y-2;29-nov-17
2386987259;ekcpm4rjhsjj94ko4km96gnpw;21;15;1;2;52;4t83rqbdbekinxl5fz2ygsyta;73,5;49,5;36oeunwev16uv98qh0id4qaqx;J. Ngakia;N;N;Y;N;N;N;N;Y;N;N;N;N;Y;N;N;N;N;N;Y;N;N;N;N;N;54,3;19;N;N;N;Y;N;N;N;N;N;Y;Y;Shot;Watford;N;0;Attempt Saved;away;26,5;-0,5;27,56;-0,34;76,44;-0,34;27,56209716;28;1;X26|Y-2;26-feb-22
2386990229;ekcpm4rjhsjj94ko4km96gnpw;65;14;1;4;3;6eqit8ye8aomdsrrq0hk3v7gh;89,3;44,7;h17s3qts1dz1zqjw19jazzkl;Cristiano Ronaldo;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;55,2;5,7;N;N;N;N;N;N;N;N;N;N;N;Shot;Manchester United;N;0;Post;home;10,7;-5,3;11,128;-3,604;11,128;3,604;11,69705946;12;1;X10|Y-4;26-feb-22
2387000359;ekcpm4rjhsjj94ko4km96gnpw;124;15;1;8;15;6eqit8ye8aomdsrrq0hk3v7gh;82,9;53,1;3vtjjrqof5z2tjj84ehadqc45;Bruno Fernandes;N;N;Y;N;N;N;N;Y;N;N;Y;N;N;N;Y;N;N;N;Y;N;N;N;N;N;51,5;19;N;N;N;Y;N;N;N;N;N;N;N;Shot;Manchester United;N;0;Attempt Saved;home;17,1;3,1;17,784;2,108;17,784;-2,108;17,90849854;18;1;X16|Y2;26-feb-22
2387000729;ekcpm4rjhsjj94ko4km96gnpw;128;13;1;8;24;6eqit8ye8aomdsrrq0hk3v7gh;90,8;35,2;5wengf05apke7rv3kms186j56;A. Elanga;N;N;Y;N;N;N;N;Y;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;49,4;86,1;N;N;N;N;N;N;N;N;N;Y;N;Shot;Manchester United;N;0;Miss;home;9,2;-14,8;9,568;-10,064;9,568;10,064;13,88635013;14;1;X8|Y-12;26-feb-22
2387028623;ekcpm4rjhsjj94ko4km96gnpw;189;15;1;20;36;4t83rqbdbekinxl5fz2ygsyta;89,9;69,5;8jtgnwat07bjub57femcqjmxh;J. King;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;Y;N;N;N;Y;N;N;N;N;N;50,9;19;N;N;N;Y;N;N;N;N;N;N;N;Shot;Watford;N;0;Attempt Saved;away;10,1;19,5;10,504;13,26;93,496;13,26;16,91631213;17;1;X10|Y12;26-feb-22
2387040215;ekcpm4rjhsjj94ko4km96gnpw;331;13;1;26;21;6eqit8ye8aomdsrrq0hk3v7gh;91,3;56,3;3vtjjrqof5z2tjj84ehadqc45;Bruno Fernandes;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;N;N;N;N;N;N;N;N;N;59,7;41,7;N;N;N;N;N;N;N;N;N;Y;N;Shot;Manchester United;N;0;Miss;home;8,7;6,3;9,048;4,284;9,048;-4,284;10,01094201;11;1;X8|Y4;26-feb-22
2387052361;ekcpm4rjhsjj94ko4km96gnpw;391;15;1;32;49;6eqit8ye8aomdsrrq0hk3v7gh;92,3;45,2;a3ms8havadt1y9x381l325txx;V. Lindel??f;N;N;Y;N;N;N;Y;N;N;N;N;N;N;N;N;N;Y;N;Y;N;N;N;N;N;47,1;19;N;N;N;N;N;N;N;N;N;Y;Y;Shot;Manchester United;N;0;Attempt Saved;home;7,7;-4,8;8,008;-3,264;8,008;3,264;8,647644766;9;1;X8|Y-4;26-feb-22
2387056071;ekcpm4rjhsjj94ko4km96gnpw;422;13;1;34;34;6eqit8ye8aomdsrrq0hk3v7gh;73,5;41,9;dubi41xs74u89icfnn80vxx3p;Fred;N;N;N;N;Y;N;N;N;N;N;Y;Y;N;N;N;N;N;N;N;N;N;N;N;N;60,2;37,5;N;N;N;Y;N;N;N;N;N;N;N;Shot;Manchester United;N;0;Miss;home;26,5;-8,1;27,56;-5,508;27,56;5,508;28,10501137;29;1;X26|Y-6;26-feb-22
2387068679;ekcpm4rjhsjj94ko4km96gnpw;322;15;1;39;50;4t83rqbdbekinxl5fz2ygsyta;86,9;31,8;44s112hd02w1i2ucvai9jy7e1;I. Sarr;N;N;N;N;Y;N;N;N;N;N;Y;Y;N;N;Y;N;N;N;Y;N;N;N;N;N;48,2;19;N;N;N;N;N;N;N;N;N;N;N;Shot;Watford;N;0;Attempt Saved;away;13,1;-18,2;13,624;-12,376;90,376;-12,376;18,40594339;19;1;X12|Y-14;26-feb-22
2387102921;ekcpm4rjhsjj94ko4km96gnpw;372;13;2;45;43;4t83rqbdbekinxl5fz2ygsyta;95,1;48,7;61huc8rado1jmr8ilgyv2aqxh;Samir;N;Y;N;N;N;N;N;Y;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;39,8;12,5;N;N;N;N;N;N;N;N;N;Y;N;Shot;Watford;N;0;Miss;away;4,9;-1,3;5,096;-0,884;98,904;-0,884;5,172105181;6;1;X4|Y-2;26-feb-22
2387120163;ekcpm4rjhsjj94ko4km96gnpw;641;15;2;53;31;6eqit8ye8aomdsrrq0hk3v7gh;74,6;27;3vtjjrqof5z2tjj84ehadqc45;Bruno Fernandes;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;Y;N;N;N;Y;N;N;N;N;N;51,4;19;N;N;N;Y;N;N;N;N;N;N;N;Shot;Manchester United;N;0;Attempt Saved;home;25,4;-23;26,416;-15,64;26,416;15,64;30,69877287;31;1;X26|Y-16;26-feb-22
2387125393;ekcpm4rjhsjj94ko4km96gnpw;669;13;2;55;36;6eqit8ye8aomdsrrq0hk3v7gh;91,7;57,3;5wengf05apke7rv3kms186j56;A. Elanga;N;N;N;N;Y;N;N;N;N;N;Y;Y;N;N;N;N;N;N;N;Y;N;N;N;N;57,1;8,3;N;N;Y;N;N;N;N;N;N;N;N;Shot;Manchester United;N;0;Miss;home;8,3;7,3;8,632;4,964;8,632;-4,964;9,957545882;10;1;X8|Y4;26-feb-22
2387138653;ekcpm4rjhsjj94ko4km96gnpw;738;15;2;60;48;6eqit8ye8aomdsrrq0hk3v7gh;91,7;45,8;h17s3qts1dz1zqjw19jazzkl;Cristiano Ronaldo;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;Y;N;N;N;Y;N;N;N;N;N;49,9;19;N;N;Y;N;N;N;N;N;N;Y;N;Shot;Manchester United;N;0;Attempt Saved;home;8,3;-4,2;8,632;-2,856;8,632;2,856;9,092203253;10;1;X8|Y-4;26-feb-22
2387144695;ekcpm4rjhsjj94ko4km96gnpw;759;15;2;63;21;6eqit8ye8aomdsrrq0hk3v7gh;90,5;48,5;h17s3qts1dz1zqjw19jazzkl;Cristiano Ronaldo;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;N;Y;N;N;N;N;N;N;N;N;N;50,6;12;N;N;N;N;N;N;N;N;N;Y;N;Shot;Manchester United;N;0;Attempt Saved;home;9,5;-1,5;9,88;-1,02;9,88;1,02;9,93251227;10;1;X8|Y-2;26-feb-22
2387146315;ekcpm4rjhsjj94ko4km96gnpw;505;15;2;64;2;4t83rqbdbekinxl5fz2ygsyta;72,1;45;8xphxxo2xonjv7t3g16rj0zfu;I. Louza;N;N;N;N;Y;N;N;N;N;N;N;Y;Y;N;N;N;N;N;N;N;N;N;N;N;54,2;10,8;N;N;N;Y;N;N;N;N;N;N;Y;Shot;Watford;N;0;Attempt Saved;away;27,9;-5;29,016;-3,4;74,984;-3,4;29,21452132;30;1;X28|Y-4;26-feb-22
2387164637;ekcpm4rjhsjj94ko4km96gnpw;882;13;2;72;25;6eqit8ye8aomdsrrq0hk3v7gh;92,7;37,3;h17s3qts1dz1zqjw19jazzkl;Cristiano Ronaldo;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;N;N;N;N;N;N;N;N;Y;N;N;49,4;58,3;N;N;N;N;N;N;N;N;N;Y;N;Shot;Manchester United;N;0;Miss;home;7,3;-12,7;7,592;-8,636;7,592;8,636;11,49865036;12;1;X6|Y-10;26-feb-22
2387169435;ekcpm4rjhsjj94ko4km96gnpw;904;13;2;74;43;6eqit8ye8aomdsrrq0hk3v7gh;90,2;41;e1t5rgvs2hwnldts6vn8agzc9;A. Wan-Bissaka;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;N;N;40,5;19,4;N;N;N;N;N;N;N;N;N;Y;N;Shot;Manchester United;N;0;Miss;home;9,8;-9;10,192;-6,12;10,192;6,12;11,88828263;12;1;X10|Y-8;26-feb-22
2387172119;ekcpm4rjhsjj94ko4km96gnpw;915;15;2;75;51;6eqit8ye8aomdsrrq0hk3v7gh;86,8;36,9;3vtjjrqof5z2tjj84ehadqc45;Bruno Fernandes;N;N;Y;N;Y;N;N;N;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;N;N;52,1;19;N;N;N;N;N;N;N;N;N;N;N;Shot;Manchester United;N;0;Attempt Saved;home;13,2;-13,1;13,728;-8,908;13,728;8,908;16,36491515;17;1;X12|Y-10;26-feb-22
2387186525;ekcpm4rjhsjj94ko4km96gnpw;969;15;2;82;18;6eqit8ye8aomdsrrq0hk3v7gh;73,1;56,7;3vtjjrqof5z2tjj84ehadqc45;Bruno Fernandes;N;N;Y;N;Y;N;N;N;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;N;N;52,5;19;N;N;N;Y;N;N;N;N;N;N;N;Shot;Manchester United;N;0;Attempt Saved;home;26,9;6,7;27,976;4,556;27,976;-4,556;28,34455348;29;1;X26|Y4;26-feb-22
2387202417;ekcpm4rjhsjj94ko4km96gnpw;1044;13;2;89;18;6eqit8ye8aomdsrrq0hk3v7gh;80,2;67,8;cv8egyrq9dlfgeamk6b7fdgq1;J. Sancho;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;N;N;N;N;N;N;N;Y;N;N;44,7;54,2;N;N;N;Y;N;N;N;N;N;N;N;Shot;Manchester United;N;0;Miss;home;19,8;17,8;20,592;12,104;20,592;-12,104;23,88592221;24;1;X20|Y12;26-feb-22
2387209195;ekcpm4rjhsjj94ko4km96gnpw;749;13;2;92;42;4t83rqbdbekinxl5fz2ygsyta;77,1;53,6;44s112hd02w1i2ucvai9jy7e1;I. Sarr;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;N;N;N;N;N;N;Y;N;N;N;42;29,2;N;N;N;Y;N;N;N;N;N;N;N;Shot;Watford;N;0;Miss;away;22,9;3,6;23,816;2,448;80,184;2,448;23,94148199;24;1;X22|Y2;26-feb-22
2370214649;eb9bzth4mozvxbdpvfj0xidjo;53;15;1;3;5;a3nyxabgsqlnqfkeg41m6tnpp;87,3;32;c2jqa9vozhqu7x79h5rr2n1ed;K. De Bruyne;N;N;Y;N;Y;N;N;N;N;N;Y;N;N;N;Y;N;N;N;Y;N;N;N;N;N;48,4;19;N;N;N;N;N;N;N;N;N;Y;N;Shot;Manchester City;N;0;Attempt Saved;home;12,7;-18;13,208;-12,24;13,208;12,24;18,0074669;19;1;X12|Y-14;26-dic-21
2370222845;eb9bzth4mozvxbdpvfj0xidjo;147;16;1;13;38;a3nyxabgsqlnqfkeg41m6tnpp;88,5;50;exiribcpg9vnuq9ekhlk74dlh;R. Mahrez;Y;N;N;N;N;N;N;N;N;N;N;Y;N;N;N;N;N;Y;N;N;N;N;N;N;47,7;24,7;N;N;Y;N;N;N;N;N;N;N;Y;Shot;Manchester City;Y;1;Goal;home;11,5;0;11,96;0;11,96;0;11,96;12;1;X10|Y0;26-dic-21
